Date,Product,Category,Region,Sales Channel,Customer Segment,Quantity Sold,Unit Price,Total Sales
2024-05-02,Smartphone,Wearables,Europe,Wholesale,Enterprise,41,345.44,14163.039999999999
2022-02-11,Desktop,Electronics,Oceania,Online,Enterprise,97,1315.58,127611.26
2022-12-22,Desktop,Electronics,Africa,Marketplace,Home Office,49,1138.4,55781.600000000006
2022-02-10,Laptop,Computers,North America,Online,Consumer,10,812.32,8123.200000000001
2024-07-22,Smartwatch,Mobile,Asia,Online,Enterprise,40,2093.4,83736.0
2022-02-03,Smartphone,Computers,South America,Direct Sales,Corporate,18,1187.14,21368.52
2022-01-17,Tablet,Electronics,Africa,Direct Sales,Enterprise,25,197.73,4943.25
2023-11-08,Tablet,Wearables,Europe,Marketplace,Corporate,41,723.67,29670.469999999998
2022-06-02,Laptop,Computers,Africa,Marketplace,Consumer,36,610.12,21964.32
2023-01-13,Smartphone,Mobile,Oceania,Marketplace,Home Office,2,2224.32,4448.64
2023-08-11,Smartphone,Electronics,Europe,Marketplace,Small Business,83,1636.22,135806.26
2023-08-22,Laptop,Computers,South America,Marketplace,Small Business,74,1422.92,105296.08
2023-09-21,Smartphone,Computers,Asia,Online,Corporate,49,1291.29,63273.21
2024-05-23,Smartwatch,Computers,North America,Online,Enterprise,67,1642.78,110066.26
2022-12-08,Laptop,Computers,Africa,Wholesale,Enterprise,53,1899.45,100670.85
2022-01-27,Smartwatch,Wearables,Europe,Wholesale,Corporate,19,1408.24,26756.56
2024-04-04,Smartphone,Mobile,South America,Retail Store,Consumer,26,2348.8,61068.8
2022-10-14,Laptop,Mobile,North America,Online,Corporate,54,2443.24,131934.96
2023-10-08,Smartphone,Electronics,South America,Marketplace,Consumer,51,2488.59,126918.09000000001
2024-01-01,Laptop,Accessories,Asia,Retail Store,Home Office,25,1690.01,42250.25
2022-06-17,Smartphone,Wearables,North America,Direct Sales,Home Office,17,2334.92,39693.64
2023-09-02,Smartwatch,Electronics,North America,Online,Corporate,74,1040.98,77032.52
2022-09-25,Smartwatch,Electronics,North America,Wholesale,Home Office,61,2156.0,131516.0
2024-01-19,Smartphone,Computers,Europe,Online,Enterprise,46,2277.48,104764.08
2024-03-31,Laptop,Accessories,North America,Online,Consumer,55,2265.14,124582.7
2023-03-31,Tablet,Accessories,South America,Online,Small Business,50,2085.57,104278.50000000001
2024-06-24,Smartwatch,Wearables,Europe,Online,Small Business,75,1046.17,78462.75
2023-11-16,Smartwatch,Accessories,North America,Direct Sales,Home Office,11,439.32,4832.5199999999995
2023-02-05,Tablet,Electronics,South America,Wholesale,Consumer,12,868.19,10418.28
2024-07-10,Smartphone,Accessories,South America,Online,Enterprise,40,1929.86,77194.4
2023-04-21,Laptop,Accessories,Africa,Direct Sales,Small Business,48,620.57,29787.36
2023-12-03,Smartphone,Mobile,South America,Retail Store,Enterprise,56,1221.77,68419.12
2023-09-26,Desktop,Electronics,Oceania,Online,Enterprise,8,1435.23,11481.84
2023-07-12,Smartwatch,Accessories,Asia,Direct Sales,Small Business,88,1529.45,134591.6
2023-07-30,Desktop,Accessories,North America,Marketplace,Small Business,14,2342.53,32795.420000000006
2022-05-10,Smartwatch,Computers,North America,Retail Store,Home Office,87,1670.66,145347.42
2024-04-01,Smartwatch,Accessories,North America,Wholesale,Consumer,56,1976.43,110680.08
2022-12-29,Desktop,Accessories,South America,Online,Corporate,54,1475.6,79682.4
2023-12-06,Desktop,Mobile,South America,Online,Consumer,17,2092.27,35568.59
2024-03-29,Smartphone,Electronics,North America,Direct Sales,Corporate,45,695.98,31319.100000000002
2023-11-24,Desktop,Wearables,Oceania,Wholesale,Small Business,5,564.2,2821.0
2022-10-19,Smartphone,Electronics,Europe,Marketplace,Enterprise,3,2319.48,6958.4400000000005
2023-01-06,Smartphone,Computers,Europe,Retail Store,Consumer,9,1749.03,15741.27
2024-03-04,Smartphone,Electronics,Asia,Wholesale,Enterprise,84,1695.24,142400.16
2022-01-29,Smartwatch,Accessories,Africa,Online,Consumer,20,1194.87,23897.399999999998
2022-05-29,Smartwatch,Computers,Asia,Direct Sales,Consumer,83,972.91,80751.53
2024-02-18,Desktop,Electronics,North America,Marketplace,Enterprise,21,1411.44,29640.24
2022-10-23,Smartwatch,Computers,North America,Direct Sales,Home Office,80,345.39,27631.199999999997
2022-01-11,Desktop,Wearables,North America,Retail Store,Small Business,33,1164.05,38413.65
2023-05-27,Smartwatch,Electronics,Africa,Wholesale,Home Office,5,1165.65,5828.25
2023-11-07,Laptop,Accessories,South America,Direct Sales,Home Office,24,1368.92,32854.08
2022-04-23,Laptop,Computers,Africa,Direct Sales,Consumer,63,1604.98,101113.74
2022-07-06,Desktop,Mobile,Asia,Online,Small Business,79,2395.43,189238.97
2024-03-17,Smartwatch,Computers,South America,Direct Sales,Consumer,26,1647.81,42843.06
2024-01-14,Smartwatch,Mobile,South America,Marketplace,Corporate,89,2215.13,197146.57
2022-08-15,Smartphone,Accessories,Asia,Wholesale,Consumer,92,1412.94,129990.48000000001
2022-11-06,Tablet,Wearables,South America,Retail Store,Enterprise,33,1585.97,52337.01
2022-04-08,Desktop,Mobile,Europe,Direct Sales,Consumer,18,221.1,3979.7999999999997
2022-02-24,Tablet,Wearables,Asia,Marketplace,Corporate,18,376.5,6777.0
2023-09-15,Tablet,Computers,Asia,Retail Store,Consumer,38,1470.19,55867.22
2023-10-26,Desktop,Accessories,Europe,Marketplace,Corporate,33,1019.5,33643.5
2024-01-28,Smartwatch,Mobile,Africa,Direct Sales,Small Business,27,2007.09,54191.43
2023-02-10,Desktop,Computers,Africa,Direct Sales,Consumer,49,1380.79,67658.70999999999
2022-03-10,Tablet,Electronics,Africa,Wholesale,Corporate,50,2211.61,110580.5
2022-11-08,Smartwatch,Computers,South America,Online,Small Business,15,2432.21,36483.15
2022-10-16,Laptop,Wearables,Europe,Marketplace,Enterprise,77,411.71,31701.67
2024-02-01,Desktop,Accessories,Asia,Online,Home Office,52,1017.33,52901.16
2023-07-02,Desktop,Accessories,Asia,Online,Corporate,98,1679.2,164561.6
2024-01-21,Smartwatch,Computers,Asia,Retail Store,Enterprise,68,798.45,54294.600000000006
2022-05-28,Laptop,Electronics,South America,Retail Store,Small Business,99,704.23,69718.77
2023-04-12,Laptop,Wearables,South America,Marketplace,Enterprise,19,2043.66,38829.54
2024-01-09,Smartwatch,Computers,Oceania,Online,Consumer,95,2451.93,232933.34999999998
2022-09-01,Smartphone,Computers,Africa,Wholesale,Home Office,25,1945.82,48645.5
2023-05-06,Desktop,Accessories,Oceania,Online,Corporate,76,1333.01,101308.76
2024-04-28,Desktop,Wearables,Oceania,Retail Store,Small Business,76,1134.15,86195.40000000001
2024-08-15,Tablet,Electronics,South America,Online,Home Office,25,1372.14,34303.5
2023-05-22,Smartwatch,Accessories,Africa,Direct Sales,Small Business,33,1183.96,39070.68
2022-12-31,Tablet,Computers,Africa,Direct Sales,Enterprise,60,1282.08,76924.79999999999
2023-04-27,Tablet,Accessories,Asia,Wholesale,Small Business,37,548.46,20293.02
2022-07-20,Laptop,Accessories,South America,Marketplace,Small Business,92,2264.17,208303.64
2022-06-03,Desktop,Mobile,Africa,Online,Enterprise,43,1898.61,81640.23
2023-03-26,Tablet,Accessories,Oceania,Direct Sales,Enterprise,9,1718.39,15465.51
2023-05-16,Laptop,Accessories,Europe,Marketplace,Home Office,14,2377.32,33282.48
2022-03-14,Smartwatch,Wearables,Europe,Direct Sales,Corporate,3,746.77,2240.31
2023-12-14,Tablet,Accessories,South America,Marketplace,Enterprise,69,248.84,17169.96
2022-10-23,Desktop,Electronics,Asia,Marketplace,Home Office,56,2074.04,116146.23999999999
2022-01-17,Tablet,Computers,Asia,Direct Sales,Small Business,26,2496.12,64899.119999999995
2023-10-03,Smartwatch,Wearables,Africa,Retail Store,Small Business,53,1467.16,77759.48000000001
2022-08-05,Tablet,Accessories,South America,Marketplace,Consumer,41,194.08,7957.280000000001
2022-03-02,Desktop,Electronics,Europe,Online,Enterprise,82,1962.15,160896.30000000002
2024-07-27,Laptop,Computers,Oceania,Direct Sales,Home Office,21,230.69,4844.49
2023-09-08,Desktop,Wearables,Africa,Retail Store,Home Office,39,1373.03,53548.17
2022-02-11,Laptop,Electronics,Oceania,Direct Sales,Corporate,80,729.95,58396.0
2022-01-25,Smartphone,Accessories,Africa,Wholesale,Home Office,23,2291.82,52711.86
2022-02-08,Desktop,Mobile,North America,Online,Enterprise,93,1155.76,107485.68
2024-03-13,Desktop,Mobile,Oceania,Wholesale,Home Office,74,2251.24,166591.75999999998
2022-05-11,Smartwatch,Wearables,South America,Marketplace,Consumer,58,782.75,45399.5
2023-05-13,Tablet,Electronics,Oceania,Marketplace,Small Business,69,999.04,68933.76
2022-08-17,Laptop,Computers,Oceania,Wholesale,Small Business,75,2370.44,177783.0
2022-04-18,Laptop,Electronics,Africa,Wholesale,Home Office,29,543.22,15753.380000000001
2022-06-21,Smartwatch,Mobile,Europe,Marketplace,Home Office,62,1467.33,90974.45999999999
2023-03-11,Smartwatch,Wearables,North America,Retail Store,Home Office,53,1001.85,53098.05
2023-04-23,Tablet,Accessories,Oceania,Online,Home Office,45,1946.71,87601.95
2022-04-12,Tablet,Electronics,Europe,Direct Sales,Consumer,27,366.78,9903.06
2024-05-15,Desktop,Mobile,Asia,Wholesale,Enterprise,34,1121.18,38120.12
2023-06-08,Smartphone,Computers,North America,Online,Consumer,14,1762.38,24673.32
2022-10-02,Tablet,Wearables,North America,Direct Sales,Consumer,41,1047.19,42934.79
2023-09-05,Smartwatch,Accessories,Africa,Direct Sales,Consumer,74,193.4,14311.6
2022-02-13,Tablet,Electronics,Oceania,Wholesale,Small Business,60,1777.53,106651.8
2024-08-12,Laptop,Computers,Asia,Retail Store,Consumer,42,1282.84,53879.28
2024-03-27,Smartphone,Accessories,Africa,Retail Store,Home Office,51,77.71,3963.2099999999996
2024-08-14,Desktop,Mobile,South America,Online,Consumer,75,1551.01,116325.75
2022-01-17,Laptop,Mobile,Europe,Online,Home Office,11,2303.71,25340.81
2022-11-26,Laptop,Computers,Europe,Marketplace,Enterprise,35,322.01,11270.35
2023-07-23,Smartphone,Mobile,Africa,Retail Store,Small Business,19,1497.14,28445.660000000003
2024-04-02,Desktop,Wearables,Europe,Online,Enterprise,88,1835.24,161501.12
2023-05-12,Smartwatch,Computers,Oceania,Marketplace,Enterprise,65,223.4,14521.0
2024-03-25,Desktop,Mobile,Europe,Direct Sales,Small Business,76,105.41,8011.16
2022-01-12,Tablet,Electronics,Oceania,Online,Home Office,61,1187.28,72424.08
2022-11-14,Laptop,Mobile,South America,Marketplace,Home Office,47,1988.41,93455.27
2023-08-15,Tablet,Wearables,Asia,Retail Store,Home Office,14,443.76,6212.639999999999
2022-08-04,Smartwatch,Accessories,North America,Direct Sales,Small Business,67,2099.76,140683.92
2022-12-05,Tablet,Accessories,Africa,Online,Consumer,52,1658.61,86247.72
2024-02-15,Desktop,Mobile,Africa,Retail Store,Corporate,32,863.82,27642.24
2023-10-23,Tablet,Accessories,Oceania,Direct Sales,Consumer,80,1313.77,105101.6
2022-03-22,Smartwatch,Mobile,South America,Wholesale,Consumer,10,2415.66,24156.6
2023-12-28,Smartwatch,Wearables,South America,Retail Store,Enterprise,17,580.27,9864.59
2023-04-30,Smartwatch,Accessories,North America,Wholesale,Corporate,40,1273.86,50954.399999999994
2023-01-09,Desktop,Electronics,Asia,Online,Home Office,68,1579.99,107439.32
2023-12-11,Smartwatch,Mobile,Africa,Marketplace,Consumer,63,388.14,24452.82
2022-07-19,Laptop,Accessories,Oceania,Online,Small Business,15,156.63,2349.45
2023-06-21,Smartwatch,Wearables,South America,Retail Store,Consumer,97,82.98,8049.06
2023-04-11,Tablet,Wearables,Africa,Wholesale,Home Office,39,845.5,32974.5
2022-03-30,Tablet,Electronics,Oceania,Wholesale,Consumer,57,231.17,13176.689999999999
2022-09-25,Tablet,Wearables,Europe,Direct Sales,Enterprise,10,2019.24,20192.4
2023-10-17,Desktop,Wearables,Africa,Online,Enterprise,71,2493.43,177033.53
2023-07-25,Tablet,Accessories,Asia,Online,Consumer,97,200.19,19418.43
2024-07-10,Desktop,Mobile,Oceania,Retail Store,Enterprise,17,1110.18,18873.06
2023-05-04,Desktop,Computers,Asia,Wholesale,Small Business,76,113.04,8591.04
2024-05-26,Smartwatch,Wearables,Africa,Retail Store,Corporate,17,378.28,6430.759999999999
2023-06-22,Laptop,Wearables,Europe,Retail Store,Consumer,16,841.16,13458.56
2022-02-16,Smartwatch,Computers,Asia,Wholesale,Small Business,78,1014.56,79135.68
2022-10-15,Smartwatch,Wearables,South America,Retail Store,Small Business,3,2352.47,7057.41
2024-02-17,Desktop,Accessories,Oceania,Wholesale,Small Business,51,1019.8,52009.799999999996
2022-01-16,Desktop,Accessories,Africa,Retail Store,Home Office,94,1265.88,118992.72000000002
2023-12-12,Tablet,Computers,Europe,Marketplace,Consumer,46,651.68,29977.28
2023-02-05,Tablet,Wearables,South America,Retail Store,Consumer,55,50.31,2767.05
2024-07-07,Smartwatch,Wearables,Africa,Retail Store,Consumer,99,2253.37,223083.62999999998
2024-03-04,Smartphone,Mobile,Europe,Marketplace,Corporate,26,250.2,6505.2
2022-03-27,Smartphone,Wearables,South America,Online,Small Business,76,2412.41,183343.15999999997
2022-09-07,Tablet,Accessories,Asia,Wholesale,Consumer,31,370.57,11487.67
2023-01-26,Smartphone,Electronics,Africa,Direct Sales,Enterprise,81,1531.95,124087.95
2024-02-21,Tablet,Electronics,Africa,Marketplace,Home Office,72,2498.56,179896.32
2022-12-01,Desktop,Electronics,Asia,Online,Corporate,19,389.24,7395.56
2023-09-21,Smartwatch,Electronics,North America,Retail Store,Home Office,90,1088.66,97979.40000000001
2023-06-03,Laptop,Wearables,South America,Online,Small Business,68,1962.04,133418.72
2022-05-17,Smartwatch,Wearables,Asia,Marketplace,Enterprise,15,128.87,1933.0500000000002
2024-06-01,Tablet,Mobile,Africa,Retail Store,Small Business,58,1739.97,100918.26
2023-11-19,Tablet,Wearables,South America,Online,Consumer,78,246.91,19258.98
2024-04-19,Smartwatch,Electronics,South America,Direct Sales,Home Office,30,629.47,18884.100000000002
2023-05-13,Tablet,Computers,North America,Wholesale,Enterprise,48,442.19,21225.12
2024-04-06,Smartphone,Computers,Africa,Wholesale,Home Office,56,2272.97,127286.31999999999
2023-12-28,Smartphone,Accessories,Europe,Marketplace,Corporate,42,492.12,20669.04
2023-04-22,Tablet,Accessories,North America,Retail Store,Enterprise,24,149.06,3577.44
2023-08-17,Tablet,Wearables,North America,Retail Store,Corporate,52,1489.68,77463.36
2022-08-11,Smartphone,Computers,Europe,Wholesale,Enterprise,43,898.14,38620.02
2023-01-07,Tablet,Electronics,Europe,Online,Consumer,34,1043.98,35495.32
2024-07-23,Tablet,Electronics,North America,Retail Store,Home Office,60,341.7,20502.0
2023-02-06,Smartwatch,Electronics,South America,Direct Sales,Home Office,83,1883.17,156303.11000000002
2023-03-19,Laptop,Wearables,Asia,Direct Sales,Small Business,3,1523.81,4571.43
2023-05-05,Smartphone,Wearables,Asia,Retail Store,Enterprise,68,942.33,64078.44
2023-09-07,Smartwatch,Mobile,North America,Retail Store,Enterprise,11,470.36,5173.96
2022-09-30,Laptop,Electronics,South America,Wholesale,Corporate,13,1503.96,19551.48
2023-06-10,Tablet,Electronics,Europe,Marketplace,Enterprise,50,1957.56,97878.0
2022-06-08,Tablet,Wearables,Oceania,Wholesale,Home Office,82,815.37,66860.34
2022-06-01,Smartwatch,Wearables,North America,Marketplace,Enterprise,19,113.36,2153.84
2023-09-12,Tablet,Mobile,Africa,Direct Sales,Small Business,44,575.14,25306.16
2022-07-07,Desktop,Mobile,South America,Marketplace,Small Business,33,1721.87,56821.71
2024-03-23,Smartwatch,Accessories,Africa,Wholesale,Home Office,38,2473.29,93985.02
2022-04-08,Laptop,Computers,Africa,Retail Store,Home Office,3,82.77,248.31
2022-05-11,Smartwatch,Electronics,North America,Marketplace,Home Office,99,800.08,79207.92
2024-03-15,Smartphone,Electronics,South America,Wholesale,Enterprise,65,201.95,13126.75
2022-06-20,Smartwatch,Mobile,Africa,Direct Sales,Enterprise,35,825.06,28877.1
2024-07-24,Tablet,Mobile,South America,Marketplace,Consumer,36,1044.49,37601.64
2022-07-02,Tablet,Accessories,Asia,Direct Sales,Corporate,38,2306.11,87632.18000000001
2022-12-30,Desktop,Computers,Oceania,Direct Sales,Enterprise,39,247.37,9647.43
2022-02-08,Desktop,Accessories,Africa,Online,Consumer,25,1953.98,48849.5
2023-06-11,Desktop,Computers,Africa,Marketplace,Consumer,64,1019.06,65219.84
2024-06-06,Laptop,Electronics,South America,Wholesale,Small Business,13,2037.59,26488.67
2023-05-12,Desktop,Accessories,Oceania,Marketplace,Enterprise,68,1307.84,88933.12
2023-05-31,Laptop,Mobile,Asia,Marketplace,Consumer,70,146.24,10236.800000000001
2022-12-15,Desktop,Accessories,Africa,Direct Sales,Small Business,75,2368.2,177615.0
2024-07-09,Laptop,Accessories,North America,Direct Sales,Corporate,1,252.7,252.7
2023-02-01,Smartwatch,Electronics,South America,Direct Sales,Small Business,72,1514.32,109031.04
2023-12-23,Smartwatch,Mobile,South America,Direct Sales,Corporate,54,2200.29,118815.66
2022-06-10,Tablet,Mobile,Africa,Wholesale,Home Office,98,245.44,24053.12
2022-01-16,Laptop,Wearables,Asia,Retail Store,Home Office,9,1407.04,12663.36
2023-05-08,Smartphone,Wearables,Africa,Online,Small Business,36,2069.51,74502.36000000002
2023-03-02,Tablet,Wearables,Europe,Direct Sales,Home Office,37,2466.5,91260.5
2022-04-18,Smartwatch,Electronics,Africa,Direct Sales,Enterprise,59,1824.6,107651.4
2024-06-12,Laptop,Accessories,Oceania,Online,Small Business,21,731.92,15370.32
2023-03-26,Desktop,Mobile,Oceania,Direct Sales,Consumer,20,1763.95,35279.0
2022-11-07,Smartphone,Mobile,Europe,Retail Store,Enterprise,1,1779.13,1779.13
2024-01-09,Smartwatch,Accessories,Oceania,Marketplace,Small Business,99,1764.92,174727.08000000002
2022-06-19,Tablet,Mobile,Oceania,Online,Corporate,59,2142.94,126433.46
2023-06-30,Laptop,Accessories,North America,Wholesale,Home Office,28,264.08,7394.24
2023-02-18,Smartphone,Electronics,South America,Online,Home Office,71,315.63,22409.73
2022-09-08,Laptop,Electronics,Oceania,Retail Store,Home Office,56,1619.51,90692.56
2024-01-29,Desktop,Electronics,South America,Wholesale,Small Business,9,2387.01,21483.090000000004
2024-02-20,Tablet,Accessories,Asia,Marketplace,Enterprise,65,1191.3,77434.5
2022-05-21,Laptop,Accessories,Africa,Direct Sales,Corporate,36,2403.38,86521.68000000001
2022-10-01,Smartwatch,Computers,North America,Online,Home Office,98,2348.31,230134.38
2023-02-20,Tablet,Mobile,Europe,Wholesale,Enterprise,34,2262.13,76912.42
2023-08-31,Smartwatch,Mobile,Asia,Online,Consumer,81,2279.13,184609.53
2024-01-09,Laptop,Computers,North America,Marketplace,Consumer,32,2250.88,72028.16
2024-06-09,Tablet,Computers,North America,Online,Corporate,66,2058.73,135876.18
2022-02-08,Smartwatch,Electronics,Europe,Wholesale,Home Office,25,1752.7,43817.5
2024-03-24,Desktop,Computers,Europe,Retail Store,Consumer,51,109.8,5599.8
2022-01-29,Desktop,Accessories,South America,Wholesale,Enterprise,63,374.02,23563.26
2024-08-15,Laptop,Wearables,Africa,Online,Enterprise,90,378.87,34098.3
2023-04-22,Tablet,Accessories,Asia,Marketplace,Consumer,45,107.67,4845.15
2022-11-14,Smartphone,Computers,Africa,Direct Sales,Home Office,26,335.92,8733.92
2022-09-02,Tablet,Mobile,Asia,Direct Sales,Corporate,21,2303.38,48370.98
2024-01-18,Desktop,Accessories,North America,Marketplace,Home Office,82,1676.32,137458.24
2023-11-28,Smartwatch,Mobile,Oceania,Online,Small Business,93,814.58,75755.94
